Id,CityName,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,Price,AveragePrice,AboveBelowAverage,PriceCategorization
M73000004-26181379,Wasaga Beach,2,1,Single Family,932,24862,0,0,0,0,0,281500.0,607191.0,B,275000-300000
M73000004-26181380,Collingwood,2,4,Condo,1216,24811,0,0,0,0,0,4375.0,684190.0,B,0-25000
M73000004-26181386,Hamilton,3,3,Single Family,1272,11059,4,0,0,22,17,948000.0,587574.0,A,900000-950000
M73000004-26181388,Kingston,3,2,Single Family,1255,132485,10,1,0,22,24,649900.0,720402.0,B,600000-650000
M73000004-26181390,Waterloo,1,1,Condo,806,121436,0,1,1,79,21,595000.0,518598.0,A,550000-600000
M73000004-26181404,Nipigon,3,2,Single Family,900,1473,2,0,0,5,2,194900.0,254450.0,B,175000-200000
M73000004-26181407,Hamilton,1,1,Condo,660,11059,5,0,0,53,19,449900.0,587574.0,B,425000-450000
M73000004-26181408,Kingston,4,2,Single Family,896,132485,0,0,0,9,18,529000.0,720402.0,B,500000-550000
M73000004-26181411,Kingston,2,1,Rental,908,132485,7,1,0,16,24,2895.0,720402.0,B,0-25000
M73000004-26181415,Burlington,4,2,Rental,2000,186948,3,0,0,120,21,4500.0,1105905.0,B,0-25000
M73000004-26181416,Central Huron,3,1,Single Family,1682,7799,0,0,0,0,0,499000.0,1421580.0,B,475000-500000
M73000004-26181419,Woodstock,3,2,Condo/Townhome,947,46705,8,1,0,25,11,399900.0,636183.0,B,375000-400000
M73000004-26181422,Kitchener,2,2,Rental,1054,256885,35,0,0,122,89,2550.0,462327.0,B,0-25000
M73000004-26181423,Kitchener,2,1,Rental,1100,256885,3,0,0,15,6,2301.0,462327.0,B,0-25000
M73000004-26181434,London,2,1,Condo,819,422324,5,0,0,23,9,499900.0,723548.0,B,475000-500000
M73000004-26181452,St. Catharines,2,1,Rental,1083,136803,28,0,1,170,50,1802.0,654102.0,B,0-25000
M73000004-26181496,Burlington,1,1,Rental,603,186948,9,0,0,31,30,2450.0,1105905.0,B,0-25000
M73000004-26181497,Hamilton,3,2,Single Family,1100,11059,3,0,0,14,9,667400.0,587574.0,A,650000-700000
M73000004-26181499,St. Catharines,4,2,Single Family,876,136803,9,0,0,45,13,739900.0,654102.0,A,700000-750000
M73000004-26181517,Windsor,2,2,Condo,1250,229660,2,1,0,22,20,429900.0,390530.0,A,425000-450000
M73000004-26181535,London,3,2,Single Family,986,422324,7,1,0,29,20,660560.0,723548.0,B,650000-700000
M73000004-26181536,London,4,2,Single Family,1050,422324,11,0,0,63,25,649000.0,723548.0,B,600000-650000
M73000004-26181574,Gananoque,8,5,Multi-Family,4098,5383,4,0,0,41,6,1550000.0,960269.0,A,1500000-1600000
M73000004-26181577,Waterloo,2,2,Condo/Townhome,1307,121436,4,0,0,16,18,814000.0,518598.0,A,800000-850000
M73000004-26181579,Collingwood,4,3,Single Family,1195,24811,8,1,0,54,29,999900.0,684190.0,A,950000-1000000
M73000004-26181582,Clarington,3,2,Single Family,1168,101427,0,0,0,60,2,775000.0,775794.0,B,750000-800000
M73000004-26181647,Woodstock,3,2,Single Family,1126,46705,16,1,0,29,22,539900.0,636183.0,B,500000-550000
M73000004-26181749,Stratford,3,2,Single Family,1307,33232,2,0,0,21,41,832083.0,779453.0,A,800000-850000
M73000004-26181752,Waterloo,5,5,Single Family,2169,121436,10,0,0,18,31,1059000.0,518598.0,A,1000000-1100000
M73000004-26181754,Kitchener,4,3,Single Family,1740,256885,25,0,0,74,78,924900.0,462327.0,A,900000-950000
M73000004-26181892,Kitchener,2,2,Condo,1227,256885,8,0,0,55,40,579900.0,462327.0,A,550000-600000
M73000004-26181893,Mississauga,2,2,Condo,985,717961,8,0,0,6,22,599000.0,676275.0,B,550000-600000
M73000004-26181901,London,1,2,Rental,832,422324,2,0,0,165,15,2635.0,723548.0,B,0-25000
M73000004-26181906,Woodstock,2,1,Single Family,700,46705,0,0,0,0,0,234375.0,636183.0,B,225000-250000
M73000004-26181910,Oakville,4,5,Single Family,3179,213759,4,0,0,39,52,1499900.0,1140305.0,A,1400000-1500000
M73000004-26181914,Waterloo,4,2,Single Family,1076,121436,6,1,2,176,39,799900.0,518598.0,A,750000-800000
M73000004-26181915,Kitchener,6,6,Single Family,3890,256885,10,1,0,30,23,1999999.0,462327.0,A,1900000-2000000
M73000004-26181926,Thunder Bay,3,2,Single Family,1800,108843,10,1,1,17,44,567075.0,453591.0,A,550000-600000
M73000004-26181946,Waterloo,5,4,Single Family,2893,121436,4,0,0,16,19,1425000.0,518598.0,A,1400000-1500000
M73000004-26181953,Oakville,4,4,Single Family,3728,213759,0,0,0,0,0,2499900.0,1140305.0,A,2000000-2500000
M73000004-26181957,Niagara-on-the-Lake,4,3,Single Family,2000,19088,0,0,0,5,58,1999990.0,1722842.0,A,1900000-2000000
M73000004-26181958,Woodstock,3,2,Condo,1155,46705,6,0,0,8,11,394900.0,636183.0,B,375000-400000
M73000004-26181963,Hamilton,2,1,Rental,738,11059,0,0,0,6,4,2422.0,587574.0,B,0-25000
M73000004-26181964,Hamilton,3,2,Single Family,1259,11059,4,0,0,21,6,680417.0,587574.0,A,700000-750000
M73000004-26181965,Kitchener,3,2,Condo,1486,256885,7,0,0,39,28,559000.0,462327.0,A,550000-600000
M73000004-26181980,LaSalle,2,2,Rental,1100,32721,2,0,0,0,1,2400.0,698743.0,B,0-25000
M73000004-26182028,London,3,2,Single Family,1079,422324,4,0,0,5,16,559900.0,723548.0,B,550000-600000
M73000004-26182029,Ingersoll,3,2,Single Family,802,13693,1,1,0,1,8,562266.0,611997.0,B,550000-600000
M73000004-26182030,London,3,1,Single Family,1148,422324,5,0,0,36,26,349900.0,723548.0,B,325000-350000
M73000004-26182060,Fort Erie,4,4,Single Family,2460,32901,2,0,0,27,8,1499900.0,767331.0,A,1400000-1500000
M73000004-26182064,Oakville,4,3,Single Family,1746,213759,8,1,0,51,42,2188800.0,1140305.0,A,2000000-2500000
M73000004-26182070,Kingston,1,1,Condo,792,132485,9,1,0,17,24,314933.0,720402.0,B,300000-325000
M73000004-26182091,Kitchener,1,1,Rental,608,256885,2,0,0,15,26,2495.0,462327.0,B,0-25000
M73000004-26182093,Stratford,1,1,Rental,700,33232,13,2,0,87,53,1795.0,779453.0,B,0-25000
M73000004-26182094,Cornwall,3,2,Single Family,1274,47845,6,0,0,35,30,548963.0,459674.0,A,500000-550000
M73000004-26182096,Barrie,1,1,Condo,731,147829,9,0,0,5,15,479900.0,554117.0,B,475000-500000
M73000004-26182099,Whitchurch-Stouffville,4,4,Single Family,2360,49864,0,0,0,8,19,1498000.0,1913947.0,B,1400000-1500000
M73000004-26182101,Huntsville,2,2,Condo,1000,21147,0,0,0,6,16,625000.0,855364.0,B,600000-650000
M73000004-26182118,Kitchener,3,2,Single Family,1871,256885,11,0,0,56,50,567400.0,462327.0,A,550000-600000
M73000004-26182136,Welland,4,2,Single Family,1100,55750,0,0,0,0,0,650000.0,517843.0,A,600000-650000
M73000004-26182139,Thunder Bay,2,2,Condo,1485,108843,7,0,0,35,49,687900.0,453591.0,A,650000-700000
M73000004-26182152,Niagara Falls,4,3,Single Family,1200,94415,3,0,0,34,30,795000.0,597642.0,A,750000-800000
M73000004-26182153,Meaford,3,3,Rental,1846,11485,0,0,0,11,16,2999.0,920593.0,B,0-25000
M73000004-26182154,The Blue Mountains,3,4,Single Family,1584,9390,0,0,0,0,0,925000.0,1150137.0,B,900000-950000
M73000004-26182207,Sault Ste. Marie,1,1,Single Family,950,72051,1,0,0,14,14,239900.0,441782.0,B,225000-250000
M73000004-26182208,Sault Ste. Marie,2,1,Single Family,980,72051,0,0,0,0,0,169900.0,441782.0,B,150000-175000
M73000004-26182210,Brantford,3,3,Single Family,1613,104688,16,1,0,43,27,879900.0,635487.0,A,850000-900000
M73000004-26182211,Brantford,3,3,Single Family,1394,104688,29,1,0,55,38,729900.0,635487.0,A,700000-750000
M73000004-26182225,Mississauga,5,4,Single Family,2906,717961,62,1,0,106,103,2290000.0,676275.0,A,2000000-2500000
M73000004-26182229,Niagara-on-the-Lake,4,4,Single Family,3353,19088,0,0,0,58,34,2799500.0,1722842.0,A,2500000-3000000
M73000004-26182236,Kitchener,5,4,Single Family,1861,256885,28,1,0,97,43,1199900.0,462327.0,A,1100000-1200000
M73000004-26182237,Hamilton,4,4,Single Family,4780,11059,1,0,0,6,5,2700000.0,587574.0,A,2500000-3000000
M73000004-26182242,West Lincoln,3,3,Single Family,1489,15454,0,0,0,5,0,549900.0,1055115.0,B,500000-550000
M73000004-26182244,St. Catharines,3,2,Single Family,939,136803,28,0,1,112,47,599900.0,654102.0,B,550000-600000
M73000004-26182248,Windsor,1,1,Rental,589,229660,12,1,0,6,32,1650.0,390530.0,B,0-25000
M73000004-26182250,Leamington,5,3,Single Family,1650,29680,0,0,0,0,0,874999.0,826077.0,A,850000-900000
M73000004-26182268,London,4,4,Single Family,3005,422324,21,0,0,53,51,1729000.0,723548.0,A,1700000-1800000
M73000004-26182306,Brantford,2,2,Condo,1194,104688,9,1,0,44,23,619000.0,635487.0,B,600000-650000
M73000004-26182332,Woolwich,5,4,Single Family,2151,26999,0,0,0,0,0,1250000.0,790995.0,A,1200000-1300000
M73000004-26182334,St. Marys,3,3,Single Family,1894,7386,0,0,0,2,0,686055.0,700564.0,B,700000-750000
M73000004-26182352,Cobalt,3,0,Single Family,750,989,0,0,0,0,0,375000.0,243775.0,A,350000-375000
M73000004-26182375,Thunder Bay,6,4,Single Family,1880,108843,2,0,0,14,37,389000.0,453591.0,B,375000-400000
M73000004-26182376,KENORA,3,3,Single Family,2084,14967,0,0,0,0,0,1349900.0,586444.0,A,1300000-1400000
M73000004-26182504,Oakville,5,4,Single Family,2962,213759,4,0,0,15,3,2239000.0,1140305.0,A,2000000-2500000
M73000004-26182753,Welland,2,1,Rental,650,55750,22,1,0,76,41,1600.0,517843.0,B,0-25000
M73000004-26182754,Woodstock,3,4,Single Family,1701,46705,12,1,0,11,18,775000.0,636183.0,A,750000-800000
M73000004-26182760,Erin,5,5,Single Family,2867,11981,0,0,0,0,0,2500000.0,2120961.0,A,2000000-2500000
M73000004-26182773,Collingwood,4,2,Rental,1092,24811,1,0,0,14,6,3500.0,684190.0,B,0-25000
M73000004-26182775,Midland,2,2,Condo,1002,17817,3,1,0,20,18,482934.0,788950.0,B,475000-500000
M73000004-26182781,Kingston,5,3,Single Family,2138,132485,6,0,0,12,18,743233.0,720402.0,A,750000-800000
M73000004-26182845,Burlington,3,3,Single Family,1605,186948,9,0,0,35,27,1099900.0,1105905.0,B,1000000-1100000
M73000004-26182849,Puslinch,2,1,Single Family,932,7944,0,0,0,0,0,899900.0,2551528.0,B,850000-900000
M73000004-26182850,Wasaga Beach,10,8,Multi-Family,5366,24862,1,0,0,1,14,5290000.0,607191.0,A,5000000-5500000
M73000004-26182851,Wasaga Beach,2,2,Single Family,5366,24862,1,0,0,1,14,5290000.0,607191.0,A,5000000-5500000
M73000004-26182857,London,3,2,Condo,1500,422324,9,0,0,30,28,559000.0,723548.0,B,550000-600000
M73000004-26182858,Barrie,4,2,Single Family,893,147829,25,0,0,102,62,652074.0,554117.0,A,650000-700000
M73000004-26182859,Essa,5,4,Single Family,2336,22970,0,0,0,8,0,1649900.0,1206600.0,A,1600000-1700000
M73000004-26182865,Welland,3,4,Single Family,3025,55750,0,0,0,0,0,1699000.0,517843.0,A,1600000-1700000
M73000004-26182876,Lincoln,6,5,Single Family,3168,25719,0,0,0,10,12,1649900.0,1173538.0,A,1600000-1700000
M73000004-26182880,Hamilton,3,1,Rental,1355,11059,1,0,0,30,2,2799.0,587574.0,B,0-25000
M73000004-26182884,Wainfleet,4,2,Single Family,1875,6887,0,0,0,0,0,834900.0,1105073.0,B,800000-850000
M73000004-26182887,LaSalle,2,2,Rental,1129,32721,2,0,0,0,1,2407.0,698743.0,B,0-25000
M73000004-26182899,London,4,2,Single Family,1920,422324,10,0,0,123,41,824900.0,723548.0,A,800000-850000
M73000004-26182933,Niagara Falls,3,2,Single Family,930,94415,8,0,0,18,13,635900.0,597642.0,A,600000-650000
M73000004-26182942,Brantford,3,3,Rental,1615,104688,0,0,0,0,0,2577.0,635487.0,B,0-25000
M73000004-26182943,Kingston,2,1,Single Family,1100,132485,4,0,0,7,11,439500.0,720402.0,B,425000-450000
M73000004-26182966,Waterloo,4,4,Rental,1981,121436,14,1,2,17,48,3600.0,518598.0,B,0-25000
M73000004-26182987,Sault Ste. Marie,3,4,Single Family,2140,72051,9,0,1,6,8,824900.0,441782.0,A,800000-850000
M73000004-26182990,Algonquin Highlands,3,2,Single Family,2072,2588,0,0,0,0,0,949000.0,1388238.0,B,900000-950000
M73000004-26182992,Wasaga Beach,3,3,Single Family,1779,24862,2,0,0,0,21,799900.0,607191.0,A,750000-800000
M73000004-26183013,Cambridge,3,1,Single Family,1018,138479,7,1,0,10,20,439900.0,721203.0,B,425000-450000
M73000004-26183014,London,1,1,Condo,851,422324,6,0,0,58,25,349900.0,723548.0,B,325000-350000
M73000004-26183018,Barrie,5,4,Single Family,3249,147829,5,0,0,6,15,1099900.0,554117.0,A,1000000-1100000
M73000004-26183033,Guelph,2,2,Rental,1375,143740,4,0,0,24,16,3410.0,678352.0,B,0-25000
M73000004-26183044,London,2,3,Condo,1453,422324,6,0,1,41,29,639000.0,723548.0,B,600000-650000
M73000004-26183051,Niagara Falls,3,4,Single Family,1825,94415,0,0,0,0,0,862585.0,597642.0,A,850000-900000
M73000004-26183052,Parry Sound,1,1,Condo,896,6879,6,1,0,28,28,469000.0,736286.0,B,450000-475000
M73000004-26183053,Hamilton,3,5,Single Family,3850,11059,0,0,0,0,0,2575000.0,587574.0,A,2500000-3000000
M73000004-26183056,Oakville,1,2,Rental,975,213759,2,0,0,30,20,2715.0,1140305.0,B,0-25000
M73000004-26183102,Thunder Bay,3,1,Single Family,824,108843,13,1,1,42,60,229000.0,453591.0,B,225000-250000
M73000004-26183103,Fort Frances,3,1,Single Family,888,7466,1,0,0,3,6,249900.0,361491.0,B,225000-250000
M73000004-26183114,Stratford,2,1,Condo,787,33232,13,2,0,86,53,355900.0,779453.0,B,350000-375000
M73000004-26183115,Stratford,4,3,Single Family,1471,33232,2,0,0,14,49,825000.0,779453.0,A,800000-850000
M73000004-26183121,Brantford,3,3,Single Family,1551,104688,0,0,0,0,0,799900.0,635487.0,A,750000-800000
M73000004-26183139,London,3,2,Condo/Townhome,1383,422324,9,0,0,31,17,419900.0,723548.0,B,400000-425000
M73000004-26183140,London,3,1,Rental,1375,422324,15,0,0,98,51,2650.0,723548.0,B,0-25000
M73000004-26183141,London,4,3,Multi-Family,1176,422324,17,1,0,71,27,553000.0,723548.0,B,600000-650000
M73000004-26183207,Mississauga,3,2,Single Family,1270,717961,3,0,0,23,10,1499999.0,676275.0,A,1400000-1500000
M73000004-26183210,Burlington,3,1,Single Family,1403,186948,10,0,0,28,29,999900.0,1105905.0,B,950000-1000000
M73000004-26183211,Hamilton,3,3,Single Family,1633,11059,4,0,0,44,31,500000.0,587574.0,B,475000-500000
M73000004-26183214,Hamilton,3,2,Single Family,1184,11059,2,0,0,15,8,649000.0,587574.0,A,600000-650000
M73000004-26183215,Hamilton,3,2,Single Family,1067,11059,10,0,0,68,40,599900.0,587574.0,A,550000-600000
M73000004-26183228,Windsor,2,2,Condo,1250,229660,8,0,0,2,16,589800.0,390530.0,A,550000-600000
M73000004-26183232,LaSalle,2,2,Rental,1129,32721,2,0,0,0,1,2468.0,698743.0,B,0-25000
M73000004-26183265,West Grey,6,3,Single Family,1556,13131,0,0,0,0,0,995000.0,1156088.0,B,950000-1000000
M73000004-26183274,Midland,3,2,Single Family,1021,17817,3,0,0,7,7,589900.0,788950.0,B,550000-600000
M73000004-26183280,Lake Of Bays,4,1,Single Family,1001,3759,0,0,0,0,0,824900.0,891885.0,B,800000-850000
M73000004-26183349,London,3,4,Single Family,1962,422324,23,0,0,72,54,749900.0,723548.0,A,700000-750000
M73000004-26183520,London,4,3,Single Family,1176,422324,17,1,0,71,27,553000.0,723548.0,B,600000-650000
M73000004-26183606,Mono,8,4,Single Family,3300,9421,0,0,0,0,0,2600000.0,2406753.0,A,2500000-3000000
M73000004-26183608,London,4,3,Single Family,3128,422324,4,0,0,24,32,1198888.0,723548.0,A,1100000-1200000
M73000004-26183612,Niagara Falls,7,0,Multi-Family,2200,94415,3,0,0,29,25,719187.0,597642.0,A,700000-750000
M73000004-26183615,Whitestone,1,0,Single Family,676,1075,0,0,0,0,0,319000.0,1031225.0,B,300000-325000
M73000004-26183619,Waterloo,40,16,Multi-Family,8932,121436,1,1,1,132,24,4800000.0,518598.0,A,4500000-5000000
M73000004-26183626,Sault Ste. Marie,2,1,Single Family,700,72051,6,1,0,9,12,154333.0,441782.0,B,150000-175000
M73000004-26183627,Sault Ste. Marie,3,2,Single Family,1030,72051,2,1,0,41,17,159900.0,441782.0,B,150000-175000
M73000004-26183720,Goderich,4,2,Single Family,1580,7881,1,1,0,9,15,594000.0,676527.0,B,550000-600000
M73000004-26183726,Barrie,4,3,Single Family,1949,147829,0,0,0,0,0,924900.0,554117.0,A,900000-950000
M73000004-26183734,Hamilton,1,1,Rental,700,11059,5,0,0,25,22,1800.0,587574.0,B,0-25000
M73000004-26183736,Burlington,4,4,Single Family,2250,186948,6,0,0,27,16,2429000.0,1105905.0,A,2000000-2500000
M73000004-26183737,Hamilton,3,2,Condo/Townhome,1026,11059,13,0,0,49,30,567510.0,587574.0,B,550000-600000
M73000004-26183741,Brampton,6,4,Single Family,2000,656480,14,0,0,25,12,1175000.0,613476.0,A,1100000-1200000
M73000004-26183746,Hamilton,3,2,Single Family,2130,11059,30,0,0,119,68,899900.0,587574.0,A,850000-900000
M73000004-26183749,Burlington,4,6,Single Family,4115,186948,9,0,0,36,20,4695000.0,1105905.0,A,4500000-5000000
M73000004-26183780,Niagara Falls,4,4,Single Family,2288,94415,17,0,0,49,49,963415.0,597642.0,A,950000-1000000
M73000004-26183782,Oakville,4,2,Single Family,2100,213759,3,0,0,15,3,3499000.0,1140305.0,A,3000000-3500000
M73000004-26183791,Stratford,5,4,Single Family,1850,33232,14,2,0,85,53,865000.0,779453.0,A,850000-900000
M73000004-26183796,Cornwall,4,2,Single Family,1950,47845,3,0,0,15,18,399431.0,459674.0,B,425000-450000
M73000004-26183803,Barrie,6,5,Single Family,2893,147829,4,0,0,6,14,1048888.0,554117.0,A,1000000-1100000
M73000004-26183808,Woodstock,4,3,Single Family,1590,46705,6,0,0,8,11,798900.0,636183.0,A,750000-800000
M73000004-26183813,Toronto,3,3,Condo,1262,2794356,0,0,0,6,6,989000.0,529408.0,A,950000-1000000
M73000004-26183838,Oakville,4,4,Single Family,2654,213759,8,1,0,41,52,1830000.0,1140305.0,A,1800000-1900000
M73000004-26183839,Aurora,3,3,Single Family,1723,62057,7,0,0,66,25,1189000.0,1245726.0,B,1100000-1200000
M73000004-26183840,Burlington,4,4,Single Family,2030,186948,8,0,0,32,27,1399000.0,1105905.0,A,1300000-1400000
M73000004-26183848,Kitchener,4,3,Single Family,2700,256885,10,0,0,99,43,1580000.0,462327.0,A,1500000-1600000
M73000004-26183877,Huntsville,3,2,Single Family,2360,21147,0,0,0,0,0,2399000.0,855364.0,A,2000000-2500000
M73000004-26183889,London,3,1,Single Family,826,422324,15,0,1,245,51,599900.0,723548.0,B,550000-600000
M73000004-26183891,Mississauga,3,3,Rental,2343,717961,15,0,0,27,30,3900.0,676275.0,B,0-25000
M73000004-26183893,Wasaga Beach,3,3,Single Family,1865,24862,0,0,0,0,0,629900.0,607191.0,A,600000-650000
M73000004-26183904,Owen Sound,3,2,Single Family,2749,21612,0,0,0,0,0,1679900.0,563743.0,A,1600000-1700000
M73000004-26183912,St. Thomas,3,3,Single Family,1476,42840,0,0,0,9,25,694900.0,663122.0,A,650000-700000
M73000004-26183937,Cornwall,3,2,Single Family,1250,47845,0,0,0,19,20,289000.0,459674.0,B,275000-300000
M73000004-26183946,Hamilton,5,2,Rental,1454,11059,2,0,0,28,17,3100.0,587574.0,B,0-25000
M73000004-26183952,Guelph,3,2,Single Family,1407,143740,6,0,0,82,22,633333.0,678352.0,B,600000-650000
M73000004-26183953,Wasaga Beach,3,3,Single Family,1663,24862,0,0,0,0,0,668900.0,607191.0,A,650000-700000
M73000004-26183970,Sault Ste. Marie,3,4,Single Family,1199,72051,11,1,1,9,10,629900.0,441782.0,A,600000-650000
M73000004-26184235,St. Catharines,3,2,Single Family,2410,136803,24,0,1,107,46,374900.0,654102.0,B,350000-375000
M73000004-26184236,Hamilton,2,1,Condo,735,11059,14,0,0,51,19,465000.0,587574.0,B,450000-475000
M73000004-26184241,London,3,3,Single Family,1336,422324,8,0,0,55,22,729000.0,723548.0,A,700000-750000
M73000004-26184243,London,6,5,Multi-Family,3175,422324,3,0,0,33,27,896564.0,723548.0,A,950000-1000000
M73000004-26184244,London,4,3,Single Family,3175,422324,3,0,0,33,27,898538.0,723548.0,A,950000-1000000
M73000004-26184431,The Blue Mountains,2,2,Condo,1070,9390,0,0,0,26,69,859424.0,1150137.0,B,850000-900000
M73000004-26184432,Oro-Medonte,3,4,Single Family,2100,23017,0,0,0,0,0,1599000.0,1302380.0,A,1500000-1600000
M73000004-26184473,Fort Erie,3,2,Single Family,1580,32901,3,0,0,8,9,725000.0,767331.0,B,700000-750000
M73000004-26184515,Kitchener,3,2,Single Family,1072,256885,12,0,0,49,14,799900.0,462327.0,A,750000-800000
M73000004-26184524,St. Catharines,8,3,Multi-Family,2000,136803,7,0,0,64,28,699900.0,654102.0,A,650000-700000
M73000004-26184632,Welland,4,2,Multi-Family,1400,55750,3,0,0,28,14,436980.0,517843.0,B,425000-450000
M73000004-26184699,London,3,2,Condo,1172,422324,28,1,0,71,41,334900.0,723548.0,B,325000-350000
M73000004-26184719,Barrie,2,1,Condo,797,147829,8,0,0,51,36,379999.0,554117.0,B,375000-400000
M73000004-26184887,St. Catharines,4,2,Single Family,1100,136803,39,0,1,178,54,654090.0,654102.0,B,650000-700000
M73000004-26184959,Brantford,3,2,Single Family,1111,104688,26,1,0,31,36,599000.0,635487.0,B,550000-600000
M73000004-26184966,Magnetawan,3,1,Single Family,1200,1753,0,0,0,0,0,999900.0,813900.0,A,950000-1000000
M73000004-26184986,Niagara-on-the-Lake,2,3,Single Family,1920,19088,0,0,0,30,58,1198000.0,1722842.0,B,1100000-1200000
M73000004-26184991,Hamilton,3,3,Single Family,2010,11059,0,0,0,0,0,1900000.0,587574.0,A,1800000-1900000
M73000004-26185011,Hamilton,3,2,Single Family,1323,11059,0,0,0,0,0,1449000.0,587574.0,A,1400000-1500000
M73000004-26185056,Welland,5,4,Single Family,1843,55750,12,1,0,21,42,708233.0,517843.0,A,700000-750000
M73000004-26185083,Hamilton,7,3,Single Family,1355,11059,11,0,1,29,7,1299000.0,587574.0,A,1200000-1300000
M73000004-26185108,Welland,3,3,Condo,1527,55750,4,1,0,52,27,649900.0,517843.0,A,600000-650000
M73000004-26185109,St. Catharines,2,4,Single Family,2000,136803,15,0,0,19,25,1350000.0,654102.0,A,1300000-1400000
M73000004-26185161,Brantford,4,2,Single Family,1256,104688,22,1,0,15,34,769999.0,635487.0,A,750000-800000
M73000004-26185162,Burlington,4,4,Single Family,1389,186948,5,0,0,21,19,1299900.0,1105905.0,A,1200000-1300000
M73000004-26185417,Mississauga,2,1,Condo,693,717961,14,0,0,72,42,579000.0,676275.0,B,550000-600000
M73000004-26185450,Welland,5,3,Single Family,2200,55750,0,0,0,0,0,975000.0,517843.0,A,950000-1000000
M73000004-26185452,St. Thomas,3,4,Single Family,1550,42840,0,0,0,46,32,739900.0,663122.0,A,700000-750000
M73000004-26185573,Guelph,5,2,Single Family,1426,143740,3,0,0,11,24,749900.0,678352.0,A,700000-750000
M73000004-26185575,Kitchener,1,1,Condo,735,256885,37,0,0,89,82,439000.0,462327.0,B,425000-450000
M73000004-26185576,Cambridge,3,2,Single Family,1176,138479,23,0,0,103,60,799900.0,721203.0,A,750000-800000
M73000004-26185577,Cambridge,4,3,Single Family,1752,138479,29,0,0,68,57,889000.0,721203.0,A,850000-900000
M73000004-26185579,Cambridge,3,3,Single Family,1414,138479,18,0,0,34,50,699000.0,721203.0,B,650000-700000
M73000004-26185580,Kitchener,3,3,Condo,1463,256885,7,0,0,38,48,675000.0,462327.0,A,650000-700000
M73000004-26185589,Oakville,1,1,Rental,648,213759,30,1,0,67,102,2500.0,1140305.0,B,0-25000
M73000004-26185590,Hamilton,2,2,Single Family,1100,11059,2,0,0,21,8,504900.0,587574.0,B,500000-550000
M73000004-26185592,London,3,2,Single Family,1000,422324,13,0,0,73,29,599000.0,723548.0,B,550000-600000
M73000004-26185593,London,3,3,Condo,1900,422324,24,0,0,69,54,549900.0,723548.0,B,500000-550000
M73000004-26185599,Welland,3,3,Rental,1207,55750,0,0,0,0,0,2800.0,517843.0,B,0-25000
M73000004-26185600,Niagara Falls,5,1,Single Family,1018,94415,6,0,0,26,20,549900.0,597642.0,B,500000-550000
M73000004-26185604,Ingersoll,3,2,Single Family,1200,13693,3,1,0,15,15,643771.0,611997.0,A,600000-650000
M73000004-26185605,Kitchener,4,3,Single Family,2818,256885,5,1,0,38,21,1704455.0,462327.0,A,1700000-1800000
M73000004-26185620,London,3,2,Single Family,1176,422324,3,0,0,19,14,569995.0,723548.0,B,550000-600000
M73000004-26185660,London,2,3,Condo,1333,422324,59,1,1,227,87,573000.0,723548.0,B,550000-600000
M73000004-26185671,Cambridge,3,2,Single Family,1304,138479,12,0,0,59,36,599900.0,721203.0,B,550000-600000
M73000004-26185679,Bracebridge,8,7,Single Family,4725,17305,0,0,0,0,0,4950000.0,1140855.0,A,4500000-5000000
M73000004-26185683,Hamilton,1,2,Condo,632,11059,0,0,0,9,18,549900.0,587574.0,B,500000-550000
M73000004-26185691,Barrie,3,4,Single Family,2100,147829,28,1,0,233,70,941922.0,554117.0,A,900000-950000
M73000004-26185709,Parry Sound,2,1,Condo,966,6879,6,1,0,21,26,483770.0,736286.0,B,475000-500000
M73000004-26185734,Oakville,1,1,Condo,661,213759,25,1,0,76,98,589000.0,1140305.0,B,550000-600000
M73000004-26185735,Hamilton,6,2,Single Family,1055,11059,2,1,0,29,14,866500.0,587574.0,A,850000-900000
M73000004-26185740,Windsor,1,1,Rental,583,229660,12,1,0,6,32,1650.0,390530.0,B,0-25000
M73000004-26185744,Windsor,2,2,Condo,980,229660,3,0,0,2,13,449900.0,390530.0,A,425000-450000
M73000004-26185749,London,3,3,Single Family,1700,422324,4,0,0,15,17,799999.0,723548.0,A,750000-800000
M73000004-26185772,Port Colborne,2,2,Single Family,1150,20033,4,0,0,29,18,589900.0,669084.0,B,550000-600000
M73000004-26185774,Brantford,2,2,Condo,900,104688,10,1,0,56,24,599900.0,635487.0,B,550000-600000
M73000004-26185776,Hamilton,1,1,Rental,862,11059,1,0,0,11,5,2450.0,587574.0,B,0-25000
M73000004-26185778,Hamilton,3,2,Single Family,1183,11059,9,0,1,23,8,639000.0,587574.0,A,600000-650000
M73000004-26185783,Cambridge,3,2,Single Family,1050,138479,9,0,0,68,39,649000.0,721203.0,B,600000-650000
M73000004-26185784,Collingwood,4,3,Single Family,1896,24811,0,0,0,0,0,950000.0,684190.0,A,900000-950000
M73000004-26185787,Tiny,2,2,Single Family,1400,12966,0,0,0,0,0,649000.0,1115788.0,B,600000-650000
M73000004-26185788,Huntsville,3,2,Single Family,3120,21147,0,0,0,0,0,1199000.0,855364.0,A,1100000-1200000
M73000004-26185814,Toronto,1,1,Rental,529,2794356,11,2,1,100,177,2690.0,529408.0,B,0-25000
